Code,Country,Year,Sex,Litres
GTM,Guatemala,2015,A,1.65
BDI,Burundi,2015,F,1.57
IND,India,2015,F,1.58
NIC,Nicaragua,2015,F,1.63
MDG,Madagascar,2015,M,1.67
VUT,Vanuatu,2015,A,1.69
PNG,Papua New Guinea,2015,A,1.73
TGO,Togo,2015,A,1.72
SLB,Solomon Islands,2015,M,1.76
MOZ,Mozambique,2015,A,1.76
ECU,Ecuador,2015,F,1.77
PRK,Democratic People's Republic of Korea,2015,F,1.8
BHS,Bahamas,2015,F,1.85
BHR,Bahrain,2015,A,1.89
SGP,Singapore,2015,A,1.91
TUR,TÃ¼rkiye,2015,A,1.9
TUV,Tuvalu,2015,A,1.86
CAF,Central African Republic,2015,A,1.94
ALB,Albania,2015,F,1.85
KGZ,Kyrgyzstan,2015,F,1.89
BLZ,Belize,2015,M,10.01
DMA,Dominica,2015,M,10.06
BIH,Bosnia and Herzegovina,2015,M,10.06
TTO,Trinidad and Tobago,2015,M,10.13
SVK,Slovakia,2015,A,10.32
NAM,Namibia,2015,M,10.37
DOM,Dominican Republic,2015,M,10.39
AUS,Australia,2015,A,10.39
COK,Cook Islands,2015,A,10.48
NOR,Norway,2015,M,10.54
PRT,Portugal,2015,A,10.54
GBR,United Kingdom of Great Britain and Northern Ireland,2015,A,10.52
PAN,Panama,2015,M,10.6
CMR,Cameroon,2015,A,10.72
HUN,Hungary,2015,A,10.68
CHE,Switzerland,2015,A,10.69
JPN,Japan,2015,M,10.79
KGZ,Kyrgyzstan,2015,M,10.78
AND,Andorra,2015,A,10.76
VCT,Saint Vincent and the Grenadines,2015,M,11.01
BLR,Belarus,2015,A,11.04
BEL,Belgium,2015,A,11.24
MDA,Republic of Moldova,2015,A,11.35
LAO,Lao People's Democratic Republic,2015,A,11.31
BGR,Bulgaria,2015,A,11.44
KHM,Cambodia,2015,M,11.5
POL,Poland,2015,A,11.46
CHN,China,2015,M,11.6
TZA,United Republic of Tanzania,2015,A,11.65
LVA,Latvia,2015,A,11.61
RUS,Russian Federation,2015,A,11.64
SVN,Slovenia,2015,A,11.58
PER,Peru,2015,M,11.73
FRA,France,2015,A,11.73
IRL,Ireland,2015,A,11.71
LUX,Luxembourg,2015,A,11.71
MLT,Malta,2015,M,11.93
GRC,Greece,2015,M,11.89
BWA,Botswana,2015,M,12.01
SYC,Seychelles,2015,A,12.03
ISL,Iceland,2015,M,12.06
CHL,Chile,2015,M,12.06
DEU,Germany,2015,A,12.15
ATG,Antigua and Barbuda,2015,M,12.2
MUS,Mauritius,2015,M,12.24
AUT,Austria,2015,A,12.19
GRD,Grenada,2015,M,12.34
ITA,Italy,2015,M,12.3
AGO,Angola,2015,M,12.3
CYP,Cyprus,2015,M,12.8
SRB,Serbia,2015,M,12.85
BEN,Benin,2015,M,13.14
SWZ,Eswatini,2015,M,13.1
BRA,Brazil,2015,M,13.13
GNQ,Equatorial Guinea,2015,M,13.07
CZE,Czechia,2015,A,13.22
KOR,Republic of Korea,2015,M,13.29
UGA,Uganda,2015,A,13.28
ARG,Argentina,2015,M,13.39
GAB,Gabon,2015,M,13.39
THA,Thailand,2015,M,13.48
LCA,Saint Lucia,2015,M,13.79
HRV,Croatia,2015,M,13.9
GEO,Georgia,2015,A,13.95
LTU,Lithuania,2015,A,14.17
VNM,Viet Nam,2015,M,14.46
SWE,Sweden,2015,M,14.68
NLD,Netherlands (Kingdom of the),2015,M,14.67
FIN,Finland,2015,M,14.84
USA,United States of America,2015,M,14.92
DNK,Denmark,2015,M,15
EST,Estonia,2015,A,15.06
NIU,Niue,2015,M,15.09
NZL,New Zealand,2015,M,15.12
BRB,Barbados,2015,M,15.21
ZAF,South Africa,2015,M,15.34
MNG,Mongolia,2015,M,15.36
CAN,Canada,2015,M,15.64
MNE,Montenegro,2015,M,15.59
ESP,Spain,2015,M,15.72
AUS,Australia,2015,M,16.07
UKR,Ukraine,2015,M,16.25
BFA,Burkina Faso,2015,M,16.36
SVK,Slovakia,2015,M,16.47
AND,Andorra,2015,M,16.54
GBR,United Kingdom of Great Britain and Northern Ireland,2015,M,16.5
CHE,Switzerland,2015,M,16.68
ROU,Romania,2015,A,16.85
PRT,Portugal,2015,M,17.02
CMR,Cameroon,2015,M,17.16
HUN,Hungary,2015,M,17.38
COK,Cook Islands,2015,M,17.57
BEL,Belgium,2015,M,17.69
LAO,Lao People's Democratic Republic,2015,M,17.8
LUX,Luxembourg,2015,M,17.92
IRL,Ireland,2015,M,18.12
MDA,Republic of Moldova,2015,M,18.41
POL,Poland,2015,M,18.4
BLR,Belarus,2015,M,18.38
SVN,Slovenia,2015,M,18.37
SYC,Seychelles,2015,M,18.54
FRA,France,2015,M,18.73
BGR,Bulgaria,2015,M,18.74
DEU,Germany,2015,M,19.14
AUT,Austria,2015,M,19.2
LVA,Latvia,2015,M,19.3
TZA,United Republic of Tanzania,2015,M,19.78
TUN,Tunisia,2015,A,2.03
GHA,Ghana,2015,F,1.96
BOL,Bolivia (Plurinational State of),2015,F,2
COL,Colombia,2015,F,1.96
NAM,Namibia,2015,F,2.05
MDV,Maldives,2015,M,2.12
NPL,Nepal,2015,M,2.14
GMB,Gambia,2015,A,2.07
FSM,Micronesia (Federated States of),2015,A,2.09
MEX,Mexico,2015,F,2.07
BIH,Bosnia and Herzegovina,2015,F,2.08
WSM,Samoa,2015,A,2.18
ARM,Armenia,2015,F,2.16
SUR,Suriname,2015,F,2.16
ERI,Eritrea,2015,M,2.31
RWA,Rwanda,2015,M,2.34
PRY,Paraguay,2015,F,2.3
PHL,Philippines,2015,F,2.27
CUB,Cuba,2015,F,2.29
COD,Democratic Republic of the Congo,2015,A,2.44
ARE,United Arab Emirates,2015,A,2.37
GUY,Guyana,2015,F,2.36
COG,Congo,2015,F,2.41
CPV,Cabo Verde,2015,F,2.44
BWA,Botswana,2015,F,2.43
VEN,Venezuela (Bolivarian Republic of),2015,F,2.42
ETH,Ethiopia,2015,A,2.52
UZB,Uzbekistan,2015,A,2.55
DMA,Dominica,2015,F,2.52
TTO,Trinidad and Tobago,2015,F,2.51
STP,Sao Tome and Principe,2015,F,2.52
AZE,Azerbaijan,2015,M,2.57
CIV,Cote d'Ivoire,2015,A,2.57
KNA,Saint Kitts and Nevis,2015,F,2.55
PAN,Panama,2015,F,2.63
BHR,Bahrain,2015,M,2.7
MMR,Myanmar,2015,M,2.68
LBN,Lebanon,2015,M,2.7
GTM,Guatemala,2015,M,2.7
BLZ,Belize,2015,F,2.67
SWZ,Eswatini,2015,F,2.65
MUS,Mauritius,2015,F,2.7
DOM,Dominican Republic,2015,F,2.73
VUT,Vanuatu,2015,M,2.81
PNG,Papua New Guinea,2015,M,2.79
TGO,Togo,2015,M,2.81
KEN,Kenya,2015,A,2.78
KHM,Cambodia,2015,F,2.84
URY,Uruguay,2015,F,2.76
VCT,Saint Vincent and the Grenadines,2015,F,2.79
SGP,Singapore,2015,M,2.91
HND,Honduras,2015,A,2.85
LKA,Sri Lanka,2015,A,2.86
SLV,El Salvador,2015,A,2.89
ISR,Israel,2015,A,2.94
NRU,Nauru,2015,A,2.94
JPN,Japan,2015,F,2.92
RUS,Russian Federation,2015,M,20
CZE,Czechia,2015,M,21
UGA,Uganda,2015,M,21.67
LTU,Lithuania,2015,M,23.29
GEO,Georgia,2015,M,23.58
EST,Estonia,2015,M,24.66
ROU,Romania,2015,M,27.07
MOZ,Mozambique,2015,M,3.03
ARE,United Arab Emirates,2015,M,3.04
CHN,China,2015,F,2.99
ZAF,South Africa,2015,F,3.01
TUV,Tuvalu,2015,M,3.07
CAF,Central African Republic,2015,M,3.12
FJI,Fiji,2015,A,3.06
NOR,Norway,2015,F,3.1
NIU,Niue,2015,F,3.05
ATG,Antigua and Barbuda,2015,F,3.15
HTI,Haiti,2015,A,3.22
TKM,Turkmenistan,2015,A,3.2
BEN,Benin,2015,F,3.18
GRD,Grenada,2015,F,3.18
THA,Thailand,2015,F,3.19
TUR,TÃ¼rkiye,2015,M,3.34
LSO,Lesotho,2015,A,3.28
GRC,Greece,2015,F,3.28
BFA,Burkina Faso,2015,F,3.27
SRB,Serbia,2015,F,3.34
MWI,Malawi,2015,A,3.37
JAM,Jamaica,2015,A,3.39
MLT,Malta,2015,F,3.44
ITA,Italy,2015,F,3.41
FSM,Micronesia (Federated States of),2015,M,3.47
GMB,Gambia,2015,M,3.54
CRI,Costa Rica,2015,A,3.5
PER,Peru,2015,F,3.51
AGO,Angola,2015,F,3.45
CYP,Cyprus,2015,F,3.46
BRA,Brazil,2015,F,3.51
GAB,Gabon,2015,F,3.51
TUN,Tunisia,2015,M,3.63
WSM,Samoa,2015,M,3.58
LBR,Liberia,2015,A,3.63
VNM,Viet Nam,2015,F,3.59
LCA,Saint Lucia,2015,F,3.59
CHL,Chile,2015,F,3.57
ISL,Iceland,2015,F,3.62
GNQ,Equatorial Guinea,2015,F,3.61
ZMB,Zambia,2015,A,3.73
ZWE,Zimbabwe,2015,A,3.75
HRV,Croatia,2015,F,3.71
ECU,Ecuador,2015,A,3.85
BRB,Barbados,2015,F,3.81
KOR,Republic of Korea,2015,F,3.8
COD,Democratic Republic of the Congo,2015,M,3.93
GNB,Guinea-Bissau,2015,A,3.99
COK,Cook Islands,2015,F,3.97
ARG,Argentina,2015,F,3.97
TZA,United Republic of Tanzania,2015,F,4.03
MNE,Montenegro,2015,F,3.96
NIC,Nicaragua,2015,A,4.11
MNG,Mongolia,2015,F,4.15
CIV,Cote d'Ivoire,2015,M,4.23
BDI,Burundi,2015,A,4.19
KAZ,Kazakhstan,2015,A,4.17
NLD,Netherlands (Kingdom of the),2015,F,4.25
ETH,Ethiopia,2015,M,4.28
BOL,Bolivia (Plurinational State of),2015,A,4.31
MKD,North Macedonia,2015,A,4.3
SWE,Sweden,2015,F,4.25
UKR,Ukraine,2015,F,4.32
FIN,Finland,2015,F,4.27
USA,United States of America,2015,F,4.25
CAN,Canada,2015,F,4.35
BHS,Bahamas,2015,A,4.36
UZB,Uzbekistan,2015,M,4.43
NGA,Nigeria,2015,A,4.39
PRK,Democratic People's Republic of Korea,2015,A,4.45
CMR,Cameroon,2015,F,4.42
DNK,Denmark,2015,F,4.37
ESP,Spain,2015,F,4.46
TCD,Chad,2015,A,4.58
HND,Honduras,2015,M,4.59
KEN,Kenya,2015,M,4.64
MLI,Mali,2015,A,4.59
NZL,New Zealand,2015,F,4.58
SVK,Slovakia,2015,F,4.58
ISR,Israel,2015,M,4.69
HUN,Hungary,2015,F,4.72
RUS,Russian Federation,2015,F,4.69
BGR,Bulgaria,2015,F,4.71
NRU,Nauru,2015,M,4.81
LAO,Lao People's Democratic Republic,2015,F,4.76
SYC,Seychelles,2015,F,4.76
PRT,Portugal,2015,F,4.84
GBR,United Kingdom of Great Britain and Northern Ireland,2015,F,4.8
LKA,Sri Lanka,2015,M,4.87
SLV,El Salvador,2015,M,4.89
AND,Andorra,2015,F,4.9
AUS,Australia,2015,F,4.87
CHE,Switzerland,2015,F,4.91
GHA,Ghana,2015,A,5.01
IND,India,2015,A,4.96
ARM,Armenia,2015,A,4.98
COL,Colombia,2015,A,5.02
ALB,Albania,2015,A,5.04
BLR,Belarus,2015,F,4.97
SVN,Slovenia,2015,F,4.97
FJI,Fiji,2015,M,5.08
MDA,Republic of Moldova,2015,F,5.12
POL,Poland,2015,F,5.09
BEL,Belgium,2015,F,5.09
HTI,Haiti,2015,M,5.2
MEX,Mexico,2015,A,5.15
LVA,Latvia,2015,F,5.34
FRA,France,2015,F,5.33
PRY,Paraguay,2015,A,5.41
UGA,Uganda,2015,F,5.35
JAM,Jamaica,2015,M,5.48
LUX,Luxembourg,2015,F,5.53
DEU,Germany,2015,F,5.45
IRL,Ireland,2015,F,5.55
TKM,Turkmenistan,2015,M,5.6
AUT,Austria,2015,F,5.56
LSO,Lesotho,2015,M,5.65
CRI,Costa Rica,2015,M,5.69
COG,Congo,2015,A,5.67
SUR,Suriname,2015,A,5.68
GUY,Guyana,2015,A,5.75
GEO,Georgia,2015,F,5.74
MWI,Malawi,2015,M,5.76
CPV,Cabo Verde,2015,A,5.82
CZE,Czechia,2015,F,5.81
LBR,Liberia,2015,M,5.92
CUB,Cuba,2015,A,5.85
PHL,Philippines,2015,A,5.85
STP,Sao Tome and Principe,2015,A,5.93
ECU,Ecuador,2015,M,5.96
BIH,Bosnia and Herzegovina,2015,A,5.95
NAM,Namibia,2015,A,6.01
URY,Uruguay,2015,A,6.02
KNA,Saint Kitts and Nevis,2015,A,6.12
ZMB,Zambia,2015,M,6.14
VEN,Venezuela (Bolivarian Republic of),2015,A,6.05
TTO,Trinidad and Tobago,2015,A,6.23
KGZ,Kyrgyzstan,2015,A,6.17
DMA,Dominica,2015,A,6.31
BLZ,Belize,2015,A,6.34
BOL,Bolivia (Plurinational State of),2015,M,6.62
DOM,Dominican Republic,2015,A,6.57
PAN,Panama,2015,A,6.59
LTU,Lithuania,2015,F,6.56
ZWE,Zimbabwe,2015,M,6.74
NIC,Nicaragua,2015,M,6.74
JPN,Japan,2015,A,6.72
GNB,Guinea-Bissau,2015,M,6.82
NOR,Norway,2015,A,6.83
BDI,Burundi,2015,M,6.9
EST,Estonia,2015,F,6.89
VCT,Saint Vincent and the Grenadines,2015,A,7.01
BHS,Bahamas,2015,M,7.13
MKD,North Macedonia,2015,M,7.13
KHM,Cambodia,2015,A,7.06
BWA,Botswana,2015,A,7.08
NGA,Nigeria,2015,M,7.32
PRK,Democratic People's Republic of Korea,2015,M,7.26
CHN,China,2015,A,7.35
ATG,Antigua and Barbuda,2015,A,7.39
KAZ,Kazakhstan,2015,M,7.44
MUS,Mauritius,2015,A,7.4
ROU,Romania,2015,F,7.44
GRC,Greece,2015,A,7.48
PER,Peru,2015,A,7.55
TCD,Chad,2015,M,7.71
MLT,Malta,2015,A,7.72
SWZ,Eswatini,2015,A,7.73
ITA,Italy,2015,A,7.68
MLI,Mali,2015,M,7.83
GRD,Grenada,2015,A,7.77
AGO,Angola,2015,A,7.76
SRB,Serbia,2015,A,7.84
CHL,Chile,2015,A,7.75
ISL,Iceland,2015,A,7.85
GHA,Ghana,2015,M,8.13
BEN,Benin,2015,A,8.1
CYP,Cyprus,2015,A,8.12
IND,India,2015,M,8.16
COL,Colombia,2015,M,8.22
ALB,Albania,2015,M,8.25
THA,Thailand,2015,A,8.16
BRA,Brazil,2015,A,8.2
MEX,Mexico,2015,M,8.46
PRY,Paraguay,2015,M,8.54
KOR,Republic of Korea,2015,A,8.52
ARM,Armenia,2015,M,8.59
HRV,Croatia,2015,A,8.59
LCA,Saint Lucia,2015,A,8.63
ARG,Argentina,2015,A,8.57
GAB,Gabon,2015,A,8.6
GNQ,Equatorial Guinea,2015,A,8.71
VNM,Viet Nam,2015,A,8.85
ZAF,South Africa,2015,A,8.88
COG,Congo,2015,M,8.99
NIU,Niue,2015,A,9.08
SUR,Suriname,2015,M,9.23
BRB,Barbados,2015,A,9.18
CPV,Cabo Verde,2015,M,9.29
GUY,Guyana,2015,M,9.34
PHL,Philippines,2015,M,9.42
STP,Sao Tome and Principe,2015,M,9.37
SWE,Sweden,2015,A,9.45
FIN,Finland,2015,A,9.43
NLD,Netherlands (Kingdom of the),2015,A,9.38
CUB,Cuba,2015,M,9.49
USA,United States of America,2015,A,9.49
URY,Uruguay,2015,M,9.63
DNK,Denmark,2015,A,9.61
MNE,Montenegro,2015,A,9.55
UKR,Ukraine,2015,A,9.73
BFA,Burkina Faso,2015,A,9.66
MNG,Mongolia,2015,A,9.66
NZL,New Zealand,2015,A,9.69
VEN,Venezuela (Bolivarian Republic of),2015,M,9.81
KNA,Saint Kitts and Nevis,2015,M,9.88
CAN,Canada,2015,A,9.92
ESP,Spain,2015,A,9.94
AFG,Afghanistan,2010,F,0.003
BGD,Bangladesh,2010,F,0.0009
KWT,Kuwait,2010,A,0
KWT,Kuwait,2010,F,0
KWT,Kuwait,2010,M,0
LBY,Libya,2010,F,0.002
MRT,Mauritania,2010,A,0
MRT,Mauritania,2010,F,0
MRT,Mauritania,2010,M,0
SAU,Saudi Arabia,2010,A,0
SAU,Saudi Arabia,2010,F,0
SAU,Saudi Arabia,2010,M,0
SOM,Somalia,2010,A,0
SOM,Somalia,2010,F,0
SOM,Somalia,2010,M,0
SDN,Sudan,2010,F,0.012
AFG,Afghanistan,2010,A,0.012
BGD,Bangladesh,2010,A,0.004
BGD,Bangladesh,2010,M,0.007
IDN,Indonesia,2010,F,0.026
LBY,Libya,2010,A,0.007
PAK,Pakistan,2010,F,0.021
YEM,Yemen,2010,F,0.014
AFG,Afghanistan,2010,M,0.022
COM,Comoros,2010,F,0.045
EGY,Egypt,2010,F,0.049
LBY,Libya,2010,M,0.012
NER,Niger,2010,F,0.043
SDN,Sudan,2010,A,0.045
IRQ,Iraq,2010,F,0.062
SLE,Sierra Leone,2010,F,0.078
DZA,Algeria,2010,F,0.11
GIN,Guinea,2010,F,0.088
JOR,Jordan,2010,F,0.12
MAR,Morocco,2010,F,0.12
SEN,Senegal,2010,F,0.11
SDN,Sudan,2010,M,0.079
TLS,Timor-Leste,2010,F,0.11
YEM,Yemen,2010,A,0.058
IDN,Indonesia,2010,A,0.1
PAK,Pakistan,2010,A,0.079
BRN,Brunei Darussalam,2010,F,0.1
YEM,Yemen,2010,M,0.1
PAK,Pakistan,2010,M,0.13
DJI,Djibouti,2010,F,0.17
MYS,Malaysia,2010,F,0.16
OMN,Oman,2010,F,0.2
TJK,Tajikistan,2010,F,0.19
IRN,Iran (Islamic Republic of),2010,F,0.24
SYR,Syrian Arab Republic,2010,F,0.22
BTN,Bhutan,2010,F,0.22
NER,Niger,2010,A,0.17
COM,Comoros,2010,A,0.2
EGY,Egypt,2010,A,0.2
KIR,Kiribati,2010,F,0.23
IDN,Indonesia,2010,M,0.18
IRQ,Iraq,2010,A,0.24
MDV,Maldives,2010,F,0.34
QAT,Qatar,2010,F,0.29
TLS,Timor-Leste,2010,A,0.3
GIN,Guinea,2010,A,0.31
SLE,Sierra Leone,2010,A,0.31
NER,Niger,2010,M,0.29
BRN,Brunei Darussalam,2010,A,0.28
COM,Comoros,2010,M,0.35
NPL,Nepal,2010,F,0.32
ARE,United Arab Emirates,2010,F,0.34
TON,Tonga,2010,F,0.4
DZA,Algeria,2010,A,0.44
SEN,Senegal,2010,A,0.41
EGY,Egypt,2010,M,0.35
IRQ,Iraq,2010,M,0.43
BRN,Brunei Darussalam,2010,M,0.45
MMR,Myanmar,2010,F,0.39
ERI,Eritrea,2010,F,0.44
MDG,Madagascar,2010,F,0.37
MOZ,Mozambique,2010,F,0.41
SLB,Solomon Islands,2010,F,0.38
TUN,Tunisia,2010,F,0.41
JOR,Jordan,2010,A,0.48
MAR,Morocco,2010,A,0.5
TLS,Timor-Leste,2010,M,0.48
PNG,Papua New Guinea,2010,F,0.47
RWA,Rwanda,2010,F,0.46
TUR,TÃ¼rkiye,2010,F,0.52
AZE,Azerbaijan,2010,F,0.52
ETH,Ethiopia,2010,F,0.5
UZB,Uzbekistan,2010,F,0.5
LBN,Lebanon,2010,F,0.49
TUV,Tuvalu,2010,F,0.51
BHR,Bahrain,2010,F,0.53
MYS,Malaysia,2010,A,0.6
GIN,Guinea,2010,M,0.55
SLE,Sierra Leone,2010,M,0.55
VUT,Vanuatu,2010,F,0.58
TJK,Tajikistan,2010,A,0.69
BTN,Bhutan,2010,A,0.68
KIR,Kiribati,2010,A,0.65
SEN,Senegal,2010,M,0.74
DJI,Djibouti,2010,A,0.69
TGO,Togo,2010,F,0.67
DZA,Algeria,2010,M,0.76
JOR,Jordan,2010,M,0.82
GTM,Guatemala,2010,F,0.8
SGP,Singapore,2010,F,0.82
TKM,Turkmenistan,2010,F,0.78
MAR,Morocco,2010,M,0.89
OMN,Oman,2010,A,0.88
FSM,Micronesia (Federated States of),2010,F,0.86
WSM,Samoa,2010,F,0.87
KEN,Kenya,2010,F,0.89
LKA,Sri Lanka,2010,F,0.94
FJI,Fiji,2010,F,0.94
MYS,Malaysia,2010,M,1.01
SYR,Syrian Arab Republic,2010,A,0.99
NPL,Nepal,2010,A,0.95
CIV,Cote d'Ivoire,2010,F,0.95
CAF,Central African Republic,2010,F,0.98
MLI,Mali,2010,F,0.96
BTN,Bhutan,2010,M,1.07
KIR,Kiribati,2010,M,1.12
IRN,Iran (Islamic Republic of),2010,A,1.12
MDG,Madagascar,2010,A,1.06
SLB,Solomon Islands,2010,A,1.12
MMR,Myanmar,2010,A,1.1
SLV,El Salvador,2010,F,1.09
GMB,Gambia,2010,F,1.06
LSO,Lesotho,2010,F,1.08
ZWE,Zimbabwe,2010,F,1.13
TJK,Tajikistan,2010,M,1.2
TON,Tonga,2010,A,1.18
DJI,Djibouti,2010,M,1.23
QAT,Qatar,2010,A,1.17
MOZ,Mozambique,2010,A,1.23
RWA,Rwanda,2010,A,1.25
TCD,Chad,2010,F,1.24
JAM,Jamaica,2010,F,1.23
HND,Honduras,2010,F,1.21
OMN,Oman,2010,M,1.29
COD,Democratic Republic of the Congo,2010,F,1.27
MWI,Malawi,2010,F,1.28
HTI,Haiti,2010,F,1.28
ZMB,Zambia,2010,F,1.28
GNB,Guinea-Bissau,2010,F,1.34
ISR,Israel,2010,F,1.35
QAT,Qatar,2010,M,1.4
PNG,Papua New Guinea,2010,A,1.4
ERI,Eritrea,2010,A,1.45
KAZ,Kazakhstan,2010,F,1.35
IND,India,2010,F,1.47
NRU,Nauru,2010,F,1.51
NIC,Nicaragua,2010,F,1.49
CRI,Costa Rica,2010,F,1.52
LBR,Liberia,2010,F,1.54
MDV,Maldives,2010,A,1.56
NPL,Nepal,2010,M,1.65
TUV,Tuvalu,2010,A,1.59
MKD,North Macedonia,2010,F,1.55
VUT,Vanuatu,2010,A,1.67
TUN,Tunisia,2010,A,1.66
ETH,Ethiopia,2010,A,1.67
NAM,Namibia,2010,F,1.67
NGA,Nigeria,2010,F,1.69
BHS,Bahamas,2010,F,1.83
SYR,Syrian Arab Republic,2010,M,1.76
MDG,Madagascar,2010,M,1.76
AZE,Azerbaijan,2010,A,1.81
MMR,Myanmar,2010,M,1.81
SLB,Solomon Islands,2010,M,1.83
UZB,Uzbekistan,2010,A,1.79
LBN,Lebanon,2010,A,1.82
TGO,Togo,2010,A,1.79
PRK,Democratic People's Republic of Korea,2010,F,1.79
SGP,Singapore,2010,A,1.92
KHM,Cambodia,2010,F,1.87
ECU,Ecuador,2010,F,1.91
PRY,Paraguay,2010,M,10.01
BDI,Burundi,2010,M,10.09
URY,Uruguay,2010,M,10.1
CAN,Canada,2010,A,10.21
NLD,Netherlands (Kingdom of the),2010,A,10.2
NZL,New Zealand,2010,A,10.28
KNA,Saint Kitts and Nevis,2010,M,10.38
DMA,Dominica,2010,M,10.41
LAO,Lao People's Democratic Republic,2010,A,10.42
DNK,Denmark,2010,A,10.39
MNE,Montenegro,2010,A,10.4
VCT,Saint Vincent and the Grenadines,2010,M,10.45
PAN,Panama,2010,M,10.48
SVK,Slovakia,2010,A,10.54
BGR,Bulgaria,2010,A,10.66
FIN,Finland,2010,A,10.74
BEN,Benin,2010,M,10.78
MLT,Malta,2010,M,10.82
DOM,Dominican Republic,2010,M,10.77
HUN,Hungary,2010,A,10.84
AND,Andorra,2010,A,10.78
JPN,Japan,2010,M,10.86
LVA,Latvia,2010,A,10.99
NIU,Niue,2010,M,10.99
GBR,United Kingdom of Great Britain and Northern Ireland,2010,A,10.95
KGZ,Kyrgyzstan,2010,M,11.14
SVN,Slovenia,2010,A,11.14
AUS,Australia,2010,A,11.1
POL,Poland,2010,A,11.3
BEL,Belgium,2010,A,11.33
CHE,Switzerland,2010,A,11.32
MDA,Republic of Moldova,2010,A,11.43
PRT,Portugal,2010,A,11.4
ISL,Iceland,2010,M,11.49
NOR,Norway,2010,M,11.52
ITA,Italy,2010,M,11.57
PER,Peru,2010,M,11.65
UKR,Ukraine,2010,A,11.66
TZA,United Republic of Tanzania,2010,A,11.92
VNM,Viet Nam,2010,M,12.04
GRD,Grenada,2010,M,11.96
ARG,Argentina,2010,M,12.02
CHL,Chile,2010,M,12.11
LUX,Luxembourg,2010,A,12.13
SYC,Seychelles,2010,M,12.15
SWZ,Eswatini,2010,M,12.24
AUT,Austria,2010,A,12.23
IRL,Ireland,2010,A,12.21
MNG,Mongolia,2010,M,12.28
FRA,France,2010,A,12.25
DEU,Germany,2010,A,12.41
CMR,Cameroon,2010,A,12.55
THA,Thailand,2010,M,12.46
VEN,Venezuela (Bolivarian Republic of),2010,M,12.49
MUS,Mauritius,2010,M,12.65
BWA,Botswana,2010,M,12.67
AGO,Angola,2010,M,13.19
CZE,Czechia,2010,A,13.33
BRB,Barbados,2010,M,13.73
BFA,Burkina Faso,2010,M,13.78
GRC,Greece,2010,M,13.76
BRA,Brazil,2010,M,13.77
GNQ,Equatorial Guinea,2010,M,13.84
RUS,Russian Federation,2010,A,13.76
GAB,Gabon,2010,M,13.94
COK,Cook Islands,2010,M,14.04
UGA,Uganda,2010,A,14
LTU,Lithuania,2010,A,14.05
EST,Estonia,2010,A,14.23
CYP,Cyprus,2010,M,14.26
KOR,Republic of Korea,2010,M,14.63
USA,United States of America,2010,M,14.74
GEO,Georgia,2010,A,14.84
ESP,Spain,2010,M,14.92
ZAF,South Africa,2010,M,15.04
BLR,Belarus,2010,A,14.99
LCA,Saint Lucia,2010,M,15.27
SWE,Sweden,2010,M,15.27
HRV,Croatia,2010,M,15.36
NLD,Netherlands (Kingdom of the),2010,M,15.96
CAN,Canada,2010,M,16.12
NZL,New Zealand,2010,M,16.07
DNK,Denmark,2010,M,16.24
SRB,Serbia,2010,M,16.16
LAO,Lao People's Democratic Republic,2010,M,16.42
AND,Andorra,2010,M,16.46
SVK,Slovakia,2010,M,16.81
MNE,Montenegro,2010,M,16.92
FIN,Finland,2010,M,16.9
AUS,Australia,2010,M,17.14
GBR,United Kingdom of Great Britain and Northern Ireland,2010,M,17.23
BGR,Bulgaria,2010,M,17.43
ROU,Romania,2010,A,17.62
HUN,Hungary,2010,M,17.66
SVN,Slovenia,2010,M,17.71
CHE,Switzerland,2010,M,17.72
BEL,Belgium,2010,M,17.9
POL,Poland,2010,M,18.1
LVA,Latvia,2010,M,18.25
PRT,Portugal,2010,M,18.29
MDA,Republic of Moldova,2010,M,18.48
LUX,Luxembourg,2010,M,18.71
IRL,Ireland,2010,M,18.88
UKR,Ukraine,2010,M,19.4
AUT,Austria,2010,M,19.36
FRA,France,2010,M,19.55
DEU,Germany,2010,M,19.66
IRN,Iran (Islamic Republic of),2010,M,1.98
TON,Tonga,2010,M,1.98
ARE,United Arab Emirates,2010,A,1.96
GTM,Guatemala,2010,A,2.04
COG,Congo,2010,F,1.97
BIH,Bosnia and Herzegovina,2010,F,2.02
COL,Colombia,2010,F,1.99
KGZ,Kyrgyzstan,2010,F,1.99
MOZ,Mozambique,2010,M,2.13
RWA,Rwanda,2010,M,2.13
TUR,TÃ¼rkiye,2010,A,2.12
MEX,Mexico,2010,F,2.11
GHA,Ghana,2010,F,2.17
BOL,Bolivia (Plurinational State of),2010,F,2.17
CUB,Cuba,2010,F,2.16
SUR,Suriname,2010,F,2.16
ARM,Armenia,2010,F,2.2
PNG,Papua New Guinea,2010,M,2.26
BHR,Bahrain,2010,A,2.35
ALB,Albania,2010,F,2.26
NIU,Niue,2010,F,2.28
GUY,Guyana,2010,F,2.34
BDI,Burundi,2010,F,2.42
CPV,Cabo Verde,2010,F,2.38
CHN,China,2010,F,2.39
PHL,Philippines,2010,F,2.39
MDV,Maldives,2010,M,2.52
ERI,Eritrea,2010,M,2.53
ARE,United Arab Emirates,2010,M,2.48
CAF,Central African Republic,2010,A,2.45
FSM,Micronesia (Federated States of),2010,A,2.5
